0,h15.png,det2_big2s.wav,det1_big2p.wav,big,training
1,h16.png,det2_big7s.wav,det1_big7p.wav,big,training
2,h11.png,det2_big1s.wav,det1_big1p.wav,big,training
3,h14.png,det2_big16s.wav,det1_big16p.wav,big,training
4,h2.png,det2_big11s.wav,det1_big11p.wav,big,training
5,h6.png,det2_big5s.wav,det1_big5p.wav,big,training
6,h13.png,det2_big9s.wav,det1_big9p.wav,big,training
7,h1.png,det2_big8s.wav,det1_big8p.wav,big,training
8,h7.png,det2_big15s.wav,det1_big15p.wav,big,training
9,h3.png,det2_big3s.wav,det1_big3p.wav,big,training
10,h12.png,det2_big13s.wav,det1_big13p.wav,big,training
11,h10.png,det2_big10s.wav,det1_big10p.wav,big,training
12,h4.png,det2_big6s.wav,det1_big6p.wav,big,testing
13,h17.png,det2_big4s.wav,det1_big4p.wav,big,testing
14,h8.png,det2_big17s.wav,det1_big17p.wav,big,testing
15,h9.png,det2_big14s.wav,det1_big14p.wav,big,testing
16,h5.png,det2_big0s.wav,det1_big0p.wav,big,testing
17,h18.png,det2_big12s.wav,det1_big12p.wav,big,testing
18,l4.png,det3_small6s.wav,det4_small6p.wav,small,training
19,l3.png,det3_small3s.wav,det4_small3p.wav,small,training
20,l11.png,det3_small5s.wav,det4_small5p.wav,small,training
21,l2.png,det3_small2s.wav,det4_small2p.wav,small,training
22,l6.png,det3_small8s.wav,det4_small8p.wav,small,training
23,l10.png,det3_small7s.wav,det4_small7p.wav,small,training
24,l9.png,det3_small4s.wav,det4_small4p.wav,small,testing
25,l7.png,det3_small10s.wav,det4_small10p.wav,small,testing
26,l5.png,det3_small9s.wav,det4_small9p.wav,small,testing
27,l12.png,det3_small0s.wav,det4_small0p.wav,small,testing
28,l1.png,det3_small1s.wav,det4_small1p.wav,small,testing
29,l8.png,det3_small11s.wav,det4_small11p.wav,small,testing
